monat_jahr;jahr;monat;altersklasse;geschlecht;staat_d;kreis;quartiergruppe;anzahl
2009-02;2009;2;80+;W;Ausland;Kreis Ost;St.Fiden;16
2017-02;2017;2;80+;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;48
2014-02;2014;2;0-17;M;Ausland;Kreis Centrum;Riethüsli;110
2015-12;2015;12;18-39;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;49
2020-05;2020;5;60-79;M;Ausland;Kreis Centrum;Innenstadt;42
2009-02;2009;2;80+;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;277
2017-03;2017;3;0-17;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;61
2014-02;2014;2;0-17;M;Schweiz;Kreis Centrum;Riethüsli;256
2015-12;2015;12;40-59;M;Schweiz;Kreis West;Bruggen;1062
2020-05;2020;5;60-79;M;Ausland;Kreis Centrum;Riethüsli;55
2009-02;2009;2;80+;W;Schweiz;Kreis Ost;Neudorf;373
2017-03;2017;3;0-17;M;Ausland;Kreis Centrum;Rosenberg;147
2014-02;2014;2;0-17;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;355
2015-12;2015;12;40-59;W;Ausland;Kreis Ost;Rotmonten;76
2020-05;2020;5;60-79;M;Ausland;Kreis Centrum;St.Georgen;28
2009-02;2009;2;80+;W;Schweiz;Kreis Ost;St.Fiden;259
2017-03;2017;3;0-17;M;Ausland;Kreis Ost;Notkersegg;25
2014-02;2014;2;0-17;M;Schweiz;Kreis Ost;St.Fiden;420
2015-12;2015;12;40-59;W;Ausland;Kreis West;Lachen;342
2020-05;2020;5;60-79;M;Ausland;Kreis Centrum;St.Jakob;43
2009-03;2009;3;0-17;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;61
2017-03;2017;3;0-17;M;Ausland;Kreis West;Bruggen;474
2014-02;2014;2;0-17;M;Schweiz;Kreis West;Bruggen;672
2015-12;2015;12;40-59;W;Ausland;Nicht zuteilbar;nicht zuteilbar;25
2020-05;2020;5;60-79;M;Ausland;Kreis Ost;Notkersegg;23
2009-03;2009;3;0-17;M;Ausland;Kreis Ost;Neudorf;180
2017-03;2017;3;0-17;M;Schweiz;Kreis West;Winkeln;307
2014-02;2014;2;0-17;W;Ausland;Kreis Centrum;Linsebühl-Dreilinden;65
2015-12;2015;12;40-59;W;Schweiz;Kreis Centrum;Rosenberg;314
2020-05;2020;5;60-79;M;Ausland;Kreis Ost;Rotmonten;18
2009-03;2009;3;0-17;M;Ausland;Kreis West;Winkeln;125
2017-03;2017;3;0-17;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;257
2014-02;2014;2;0-17;W;Ausland;Kreis Centrum;St.Georgen;59
2015-12;2015;12;40-59;W;Schweiz;Kreis Centrum;St.Georgen;637
2020-05;2020;5;60-79;M;Ausland;Kreis Ost;St.Fiden;140
2009-03;2009;3;0-17;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;348
2017-03;2017;3;0-17;W;Ausland;Kreis Ost;Rotmonten;58
2014-02;2014;2;0-17;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;248
2015-12;2015;12;40-59;W;Schweiz;Kreis Centrum;St.Jakob;265
2020-05;2020;5;60-79;M;Schweiz;Kreis Centrum;Innenstadt;140
2009-03;2009;3;0-17;M;Schweiz;Kreis West;Bruggen;669
2017-03;2017;3;0-17;W;Ausland;Kreis West;Lachen;274
2014-02;2014;2;0-17;W;Ausland;Kreis Ost;St.Fiden;257
2015-12;2015;12;40-59;W;Schweiz;Kreis West;Lachen;554
2020-05;2020;5;60-79;M;Schweiz;Kreis Ost;Neudorf;664
2009-03;2009;3;0-17;M;Schweiz;Kreis West;Lachen;284
2017-03;2017;3;0-17;W;Schweiz;Kreis Centrum;Riethüsli;237
2014-02;2014;2;0-17;W;Ausland;Kreis West;Winkeln;108
2015-12;2015;12;60-79;M;Ausland;Kreis Centrum;Rosenberg;67
2020-05;2020;5;60-79;M;Schweiz;Kreis Ost;Notkersegg;151
2009-03;2009;3;0-17;W;Ausland;Kreis Centrum;Rosenberg;148
2017-03;2017;3;0-17;W;Schweiz;Kreis Ost;Notkersegg;127
2014-02;2014;2;0-17;W;Schweiz;Kreis Centrum;Innenstadt;36
2015-12;2015;12;60-79;M;Ausland;Kreis Centrum;St.Jakob;35
2020-05;2020;5;60-79;M;Schweiz;Kreis Ost;St.Fiden;447
2009-03;2009;3;0-17;W;Ausland;Kreis Centrum;St.Georgen;49
2017-03;2017;3;18-39;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;383
2014-02;2014;2;0-17;W;Schweiz;Kreis Centrum;Riethüsli;246
2015-12;2015;12;60-79;M;Ausland;Kreis Ost;Neudorf;117
2020-05;2020;5;60-79;M;Schweiz;Kreis West;Lachen;341
2009-03;2009;3;0-17;W;Ausland;Kreis Ost;Notkersegg;21
2017-03;2017;3;18-39;M;Ausland;Kreis Centrum;Rosenberg;421
2014-02;2014;2;0-17;W;Schweiz;Kreis Centrum;Rosenberg;119
2015-12;2015;12;60-79;M;Ausland;Kreis Ost;Rotmonten;24
2020-05;2020;5;60-79;M;Schweiz;Kreis West;Winkeln;304
2009-03;2009;3;0-17;W;Ausland;Kreis West;Lachen;292
2017-03;2017;3;18-39;M;Ausland;Kreis Ost;Neudorf;358
2014-02;2014;2;0-17;W;Schweiz;Kreis West;Winkeln;245
2015-12;2015;12;60-79;M;Ausland;Kreis West;Lachen;145
2020-05;2020;5;60-79;M;Schweiz;Nicht zuteilbar;nicht zuteilbar;39
2009-03;2009;3;0-17;W;Schweiz;Kreis Centrum;Riethüsli;261
2017-03;2017;3;18-39;M;Schweiz;Kreis Centrum;St.Georgen;625
2014-02;2014;2;18-39;M;Ausland;Kreis Ost;St.Fiden;692
2015-12;2015;12;60-79;M;Ausland;Nicht zuteilbar;nicht zuteilbar;8
2020-05;2020;5;60-79;W;Ausland;Kreis Centrum;Riethüsli;49
2009-03;2009;3;0-17;W;Schweiz;Kreis Ost;Notkersegg;106
2017-03;2017;3;18-39;M;Schweiz;Kreis Centrum;St.Jakob;582
2014-02;2014;2;18-39;M;Schweiz;Kreis Centrum;Rosenberg;794
2015-12;2015;12;60-79;M;Schweiz;Kreis Centrum;Innenstadt;149
2020-05;2020;5;60-79;W;Ausland;Kreis Centrum;Rosenberg;49
2009-03;2009;3;0-17;W;Schweiz;Kreis West;Winkeln;252
2017-03;2017;3;18-39;W;Schweiz;Kreis West;Bruggen;1355
2014-02;2014;2;18-39;M;Schweiz;Kreis Centrum;St.Jakob;580
2015-12;2015;12;60-79;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;215
2020-05;2020;5;60-79;W;Ausland;Kreis Ost;Rotmonten;18
2009-03;2009;3;18-39;M;Ausland;Kreis Centrum;Riethüsli;259
2017-03;2017;3;18-39;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;25
2014-02;2014;2;18-39;W;Ausland;Kreis Centrum;St.Georgen;183
2015-12;2015;12;60-79;M;Schweiz;Kreis Ost;Neudorf;679
2020-05;2020;5;60-79;W;Ausland;Kreis West;Bruggen;184
2009-03;2009;3;18-39;M;Schweiz;Kreis Centrum;Innenstadt;594
2017-03;2017;3;40-59;M;Ausland;Kreis Centrum;Innenstadt;126
2014-02;2014;2;18-39;W;Ausland;Kreis Ost;St.Fiden;595
2015-12;2015;12;60-79;M;Schweiz;Kreis Ost;St.Fiden;409
2020-05;2020;5;60-79;W;Ausland;Nicht zuteilbar;nicht zuteilbar;5
2009-03;2009;3;18-39;M;Schweiz;Kreis Centrum;Rosenberg;678
2017-03;2017;3;40-59;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;224
2014-02;2014;2;18-39;W;Schweiz;Kreis Ost;Neudorf;828
2015-12;2015;12;60-79;W;Ausland;Kreis Centrum;Innenstadt;34
2020-05;2020;5;60-79;W;Schweiz;Kreis Centrum;Riethüsli;327
2009-03;2009;3;18-39;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;1004
2017-03;2017;3;40-59;M;Ausland;Kreis Centrum;Riethüsli;189
2014-02;2014;2;18-39;W;Schweiz;Kreis Ost;Rotmonten;217
2015-12;2015;12;60-79;W;Ausland;Kreis Centrum;Linsebühl-Dreilinden;51
2020-05;2020;5;60-79;W;Schweiz;Kreis Centrum;St.Georgen;443
2009-03;2009;3;18-39;M;Schweiz;Kreis Ost;Neudorf;751
2017-03;2017;3;40-59;M;Ausland;Kreis Centrum;St.Georgen;140
2014-02;2014;2;40-59;M;Ausland;Kreis Centrum;Innenstadt;130
2015-12;2015;12;60-79;W;Ausland;Kreis Centrum;St.Georgen;24
2020-05;2020;5;60-79;W;Schweiz;Kreis Centrum;St.Jakob;257
2009-03;2009;3;18-39;M;Schweiz;Kreis Ost;Rotmonten;248
2017-03;2017;3;40-59;M;Ausland;Kreis Ost;Langgass-Heiligkreuz;407
2014-02;2014;2;40-59;M;Ausland;Kreis Ost;Rotmonten;71
2015-12;2015;12;60-79;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;118
2020-05;2020;5;60-79;W;Schweiz;Kreis Ost;Neudorf;955
2009-03;2009;3;18-39;M;Schweiz;Kreis West;Bruggen;1229
2017-03;2017;3;40-59;M;Ausland;Kreis Ost;Notkersegg;43
2014-02;2014;2;40-59;M;Schweiz;Kreis Centrum;Riethüsli;415
2015-12;2015;12;60-79;W;Ausland;Kreis Ost;Notkersegg;13
2020-05;2020;5;80+;M;Ausland;Kreis Centrum;Rosenberg;14
2009-03;2009;3;18-39;M;Schweiz;Kreis West;Lachen;756
2017-03;2017;3;40-59;M;Ausland;Kreis Ost;Rotmonten;79
2014-02;2014;2;40-59;M;Schweiz;Kreis Ost;Rotmonten;255
2015-12;2015;12;60-79;W;Ausland;Kreis Ost;Rotmonten;25
2020-05;2020;5;80+;M;Ausland;Kreis Ost;Notkersegg;7
2009-03;2009;3;18-39;M;Schweiz;Kreis West;Winkeln;410
2017-03;2017;3;40-59;M;Ausland;Kreis West;Lachen;417
2014-02;2014;2;40-59;W;Ausland;Kreis Centrum;St.Jakob;136
2015-12;2015;12;60-79;W;Ausland;Kreis West;Bruggen;132
2020-05;2020;5;80+;M;Ausland;Kreis Ost;St.Fiden;24
2009-03;2009;3;18-39;W;Ausland;Kreis Centrum;Innenstadt;193
2017-03;2017;3;40-59;M;Ausland;Nicht zuteilbar;nicht zuteilbar;28
2014-02;2014;2;40-59;W;Ausland;Kreis Ost;Rotmonten;70
2015-12;2015;12;60-79;W;Ausland;Kreis West;Lachen;119
2020-05;2020;5;80+;M;Ausland;Kreis West;Lachen;20
2009-03;2009;3;18-39;W;Ausland;Kreis Centrum;Rosenberg;350
2017-03;2017;3;40-59;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;358
2014-02;2014;2;40-59;W;Schweiz;Kreis Centrum;Innenstadt;197
2015-12;2015;12;60-79;W;Ausland;Kreis West;Winkeln;60
2020-05;2020;5;80+;M;Schweiz;Kreis Centrum;Innenstadt;26
2009-03;2009;3;18-39;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;552
2017-03;2017;3;40-59;M;Schweiz;Kreis Ost;Notkersegg;175
2014-02;2014;2;40-59;W;Schweiz;Kreis Centrum;St.Georgen;656
2015-12;2015;12;60-79;W;Ausland;Nicht zuteilbar;nicht zuteilbar;5
2020-05;2020;5;80+;M;Schweiz;Kreis Centrum;St.Jakob;56
2009-03;2009;3;18-39;W;Ausland;Kreis Ost;St.Fiden;565
2017-03;2017;3;40-59;W;Ausland;Kreis West;Lachen;365
2014-02;2014;2;40-59;W;Schweiz;Kreis Ost;Neudorf;918
2015-12;2015;12;60-79;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;294
2020-05;2020;5;80+;M;Schweiz;Kreis Ost;Neudorf;214
2009-03;2009;3;18-39;W;Ausland;Kreis West;Lachen;537
2017-03;2017;3;40-59;W;Schweiz;Kreis Centrum;Riethüsli;413
2014-02;2014;2;60-79;M;Ausland;Kreis Ost;St.Fiden;137
2015-12;2015;12;60-79;W;Schweiz;Kreis West;Bruggen;936
2020-05;2020;5;80+;M;Schweiz;Kreis Ost;Rotmonten;71
2009-03;2009;3;18-39;W;Schweiz;Kreis Centrum;Innenstadt;520
2017-03;2017;3;40-59;W;Schweiz;Kreis West;Bruggen;1141
2014-02;2014;2;60-79;M;Schweiz;Kreis Centrum;Rosenberg;207
2015-12;2015;12;80+;M;Ausland;Kreis Centrum;St.Georgen;6
2020-05;2020;5;80+;M;Schweiz;Kreis West;Bruggen;221
2009-03;2009;3;18-39;W;Schweiz;Kreis Centrum;Rosenberg;626
2017-03;2017;3;60-79;M;Ausland;Kreis Centrum;Innenstadt;38
2014-02;2014;2;60-79;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;395
2015-12;2015;12;80+;M;Ausland;Kreis Ost;Rotmonten;2
2020-05;2020;5;80+;W;Ausland;Kreis Centrum;St.Jakob;15
2009-03;2009;3;18-39;W;Schweiz;Kreis Centrum;St.Georgen;707
2017-03;2017;3;60-79;M;Ausland;Kreis Centrum;Riethüsli;51
2014-02;2014;2;60-79;M;Schweiz;Kreis Ost;Rotmonten;228
2015-12;2015;12;80+;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;95
2020-05;2020;5;80+;W;Ausland;Kreis Ost;Rotmonten;12
2009-03;2009;3;18-39;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;921
2017-03;2017;3;60-79;M;Ausland;Kreis Centrum;St.Georgen;33
2014-02;2014;2;60-79;M;Schweiz;Kreis Ost;St.Fiden;408
2015-12;2015;12;80+;M;Schweiz;Kreis Centrum;Riethüsli;58
2020-05;2020;5;80+;W;Schweiz;Kreis Centrum;St.Georgen;144
2009-03;2009;3;40-59;M;Ausland;Kreis Centrum;Riethüsli;161
2017-03;2017;3;60-79;W;Ausland;Kreis Centrum;Rosenberg;45
2014-02;2014;2;60-79;W;Ausland;Kreis Centrum;Innenstadt;34
2015-12;2015;12;80+;M;Schweiz;Kreis Centrum;St.Georgen;84
2020-05;2020;5;80+;W;Schweiz;Kreis Ost;Neudorf;460
2009-03;2009;3;40-59;M;Ausland;Kreis Ost;Neudorf;231
2017-03;2017;3;60-79;W;Ausland;Kreis Centrum;St.Jakob;37
2014-02;2014;2;60-79;W;Ausland;Kreis Centrum;Linsebühl-Dreilinden;51
2015-12;2015;12;80+;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;119
2020-05;2020;5;80+;W;Schweiz;Kreis Ost;Rotmonten;121
2009-03;2009;3;40-59;M;Ausland;Kreis Ost;St.Fiden;377
2017-03;2017;3;60-79;W;Ausland;Kreis Ost;Neudorf;123
2014-02;2014;2;60-79;W;Ausland;Kreis Centrum;Rosenberg;50
2015-12;2015;12;80+;M;Schweiz;Kreis Ost;Rotmonten;63
2020-05;2020;5;80+;W;Schweiz;Nicht zuteilbar;nicht zuteilbar;52
2009-03;2009;3;40-59;M;Ausland;Kreis West;Winkeln;160
2017-03;2017;3;60-79;W;Ausland;Kreis West;Winkeln;62
2015-08;2015;8;0-17;M;Ausland;Kreis Ost;Langgass-Heiligkreuz;264
2015-12;2015;12;80+;M;Schweiz;Kreis West;Lachen;95
2020-06;2020;6;0-17;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;60
2009-03;2009;3;40-59;M;Schweiz;Nicht zuteilbar;nicht zuteilbar;57
2017-03;2017;3;60-79;W;Schweiz;Kreis Centrum;Innenstadt;164
2015-08;2015;8;0-17;M;Ausland;Kreis West;Bruggen;428
2015-12;2015;12;80+;W;Ausland;Kreis Centrum;Riethüsli;5
2020-06;2020;6;0-17;M;Ausland;Kreis Centrum;Rosenberg;137
2009-03;2009;3;40-59;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;418
2017-03;2017;3;60-79;W;Schweiz;Kreis Centrum;St.Georgen;435
2015-08;2015;8;0-17;M;Schweiz;Kreis Centrum;Innenstadt;43
2015-12;2015;12;80+;W;Ausland;Kreis Centrum;Rosenberg;12
2020-06;2020;6;0-17;M;Ausland;Kreis Ost;Rotmonten;63
2009-03;2009;3;40-59;W;Schweiz;Kreis Centrum;St.Jakob;296
2017-03;2017;3;60-79;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;539
2015-08;2015;8;0-17;M;Schweiz;Kreis Centrum;Rosenberg;132
2015-12;2015;12;80+;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;23
2020-06;2020;6;0-17;M;Ausland;Kreis West;Lachen;252
2009-03;2009;3;40-59;W;Schweiz;Kreis Ost;Neudorf;950
2017-03;2017;3;60-79;W;Schweiz;Kreis Ost;St.Fiden;548
2015-08;2015;8;0-17;M;Schweiz;Kreis Ost;Neudorf;500
2015-12;2015;12;80+;W;Ausland;Kreis Ost;St.Fiden;21
2020-06;2020;6;0-17;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;169
2009-03;2009;3;40-59;W;Schweiz;Kreis Ost;Notkersegg;203
2017-03;2017;3;60-79;W;Schweiz;Kreis West;Winkeln;355
2015-08;2015;8;0-17;M;Schweiz;Kreis Ost;St.Fiden;411
2015-12;2015;12;80+;W;Schweiz;Kreis Centrum;Innenstadt;63
2020-06;2020;6;0-17;M;Schweiz;Kreis Centrum;Rosenberg;160
2009-03;2009;3;60-79;M;Ausland;Kreis Centrum;St.Jakob;41
2017-03;2017;3;80+;M;Ausland;Kreis Centrum;Riethüsli;5
2015-08;2015;8;0-17;M;Schweiz;Kreis West;Lachen;302
2015-12;2015;12;80+;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;308
2020-06;2020;6;0-17;M;Schweiz;Kreis Centrum;St.Jakob;138
2009-03;2009;3;60-79;M;Ausland;Kreis Ost;Rotmonten;15
2017-03;2017;3;80+;M;Ausland;Kreis Centrum;St.Georgen;6
2015-08;2015;8;0-17;W;Ausland;Kreis Centrum;Riethüsli;95
2015-12;2015;12;80+;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;239
2020-06;2020;6;0-17;M;Schweiz;Nicht zuteilbar;nicht zuteilbar;8
2009-03;2009;3;60-79;M;Schweiz;Kreis Centrum;Riethüsli;216
2017-03;2017;3;80+;M;Ausland;Kreis Centrum;St.Jakob;7
2015-08;2015;8;0-17;W;Ausland;Kreis Centrum;Rosenberg;143
2015-12;2015;12;80+;W;Schweiz;Kreis Ost;Neudorf;457
2020-06;2020;6;0-17;W;Ausland;Kreis Centrum;Linsebühl-Dreilinden;58
2009-03;2009;3;60-79;W;Ausland;Kreis West;Winkeln;45
2017-03;2017;3;80+;M;Ausland;Kreis Ost;Rotmonten;2
2015-08;2015;8;0-17;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;246
2014-01;2014;1;0-17;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;49
2020-06;2020;6;0-17;W;Ausland;Kreis Centrum;St.Georgen;56
2009-03;2009;3;60-79;W;Schweiz;Kreis Centrum;Innenstadt;166
2017-03;2017;3;80+;M;Ausland;Nicht zuteilbar;nicht zuteilbar;1
2015-08;2015;8;0-17;W;Schweiz;Kreis Centrum;Riethüsli;260
2014-01;2014;1;0-17;M;Ausland;Kreis Centrum;Rosenberg;175
2020-06;2020;6;0-17;W;Ausland;Kreis Ost;Neudorf;197
2009-03;2009;3;60-79;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;291
2017-03;2017;3;80+;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;98
2015-08;2015;8;0-17;W;Schweiz;Kreis Ost;Notkersegg;120
2014-01;2014;1;0-17;M;Ausland;Kreis Centrum;St.Georgen;62
2020-06;2020;6;0-17;W;Ausland;Kreis Ost;St.Fiden;283
2009-03;2009;3;60-79;W;Schweiz;Kreis Centrum;St.Jakob;257
2017-03;2017;3;80+;W;Ausland;Kreis Centrum;St.Jakob;7
2015-08;2015;8;18-39;M;Ausland;Kreis Ost;Notkersegg;60
2014-01;2014;1;0-17;M;Ausland;Kreis Ost;Langgass-Heiligkreuz;256
2020-06;2020;6;0-17;W;Schweiz;Kreis Centrum;Riethüsli;211
2009-03;2009;3;60-79;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;608
2017-03;2017;3;80+;W;Ausland;Kreis Ost;Rotmonten;7
2015-08;2015;8;18-39;M;Schweiz;Kreis Centrum;Rosenberg;787
2014-01;2014;1;0-17;M;Ausland;Kreis Ost;Rotmonten;51
2020-06;2020;6;0-17;W;Schweiz;Kreis Ost;Neudorf;458
2009-03;2009;3;80+;M;Ausland;Kreis Centrum;St.Jakob;2
2017-03;2017;3;80+;W;Ausland;Nicht zuteilbar;nicht zuteilbar;5
2015-08;2015;8;18-39;M;Schweiz;Kreis Centrum;St.Georgen;633
2014-01;2014;1;0-17;M;Ausland;Kreis Ost;St.Fiden;250
2020-06;2020;6;0-17;W;Schweiz;Kreis Ost;St.Fiden;375
2009-03;2009;3;80+;M;Schweiz;Kreis Centrum;Riethüsli;57
2017-04;2017;4;0-17;M;Ausland;Kreis Ost;Langgass-Heiligkreuz;313
2015-08;2015;8;18-39;W;Ausland;Kreis Ost;Neudorf;397
2014-01;2014;1;0-17;M;Schweiz;Kreis Centrum;Innenstadt;45
2020-06;2020;6;0-17;W;Schweiz;Kreis West;Bruggen;687
2009-03;2009;3;80+;M;Schweiz;Kreis Centrum;St.Georgen;78
2017-04;2017;4;0-17;M;Ausland;Kreis Ost;Notkersegg;27
2015-08;2015;8;18-39;W;Ausland;Kreis Ost;Notkersegg;65
2014-01;2014;1;0-17;M;Schweiz;Kreis Ost;Notkersegg;111
2020-06;2020;6;0-17;W;Schweiz;Kreis West;Lachen;304
2009-03;2009;3;80+;M;Schweiz;Kreis Ost;Neudorf;158
2017-04;2017;4;0-17;M;Ausland;Kreis Ost;Rotmonten;67
2015-08;2015;8;18-39;W;Ausland;Kreis West;Winkeln;230
2014-01;2014;1;0-17;M;Schweiz;Kreis Ost;Rotmonten;186
2020-06;2020;6;0-17;W;Schweiz;Kreis West;Winkeln;300
2009-03;2009;3;80+;M;Schweiz;Kreis West;Bruggen;164
2017-04;2017;4;0-17;M;Schweiz;Kreis Centrum;Innenstadt;45
2015-08;2015;8;18-39;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;642
2014-01;2014;1;0-17;M;Schweiz;Kreis Ost;St.Fiden;421
2020-06;2020;6;18-39;M;Ausland;Kreis Centrum;St.Jakob;403
2009-03;2009;3;80+;M;Schweiz;Kreis West;Lachen;99
2017-04;2017;4;0-17;M;Schweiz;Kreis Centrum;Riethüsli;250
2015-08;2015;8;18-39;W;Schweiz;Kreis Ost;Neudorf;827
2014-01;2014;1;0-17;M;Schweiz;Kreis West;Lachen;300
2020-06;2020;6;18-39;M;Ausland;Kreis Ost;Rotmonten;111
2009-03;2009;3;80+;M;Schweiz;Nicht zuteilbar;nicht zuteilbar;8
2017-04;2017;4;0-17;M;Schweiz;Kreis Centrum;St.Jakob;129
2015-08;2015;8;18-39;W;Schweiz;Kreis Ost;Notkersegg;171
2014-01;2014;1;0-17;W;Ausland;Kreis Ost;Rotmonten;54
2020-06;2020;6;18-39;M;Ausland;Kreis Ost;St.Fiden;686
2009-03;2009;3;80+;W;Ausland;Kreis Centrum;Linsebühl-Dreilinden;11
2017-04;2017;4;0-17;M;Schweiz;Nicht zuteilbar;nicht zuteilbar;12
2015-08;2015;8;18-39;W;Schweiz;Kreis Ost;St.Fiden;1005
2014-01;2014;1;0-17;W;Ausland;Kreis Ost;St.Fiden;256
2020-06;2020;6;18-39;M;Ausland;Kreis West;Bruggen;844
2009-03;2009;3;80+;W;Ausland;Kreis Ost;Langgass-Heiligkreuz;15
2017-04;2017;4;0-17;W;Ausland;Kreis Centrum;Linsebühl-Dreilinden;76
2015-08;2015;8;40-59;M;Ausland;Kreis Centrum;St.Jakob;133
2014-01;2014;1;0-17;W;Schweiz;Kreis Centrum;Riethüsli;246
2020-06;2020;6;18-39;M;Schweiz;Kreis West;Lachen;897
2009-03;2009;3;80+;W;Ausland;Kreis West;Bruggen;16
2017-04;2017;4;0-17;W;Ausland;Kreis Centrum;Riethüsli;102
2015-08;2015;8;40-59;M;Ausland;Kreis West;Lachen;393
2014-01;2014;1;0-17;W;Schweiz;Kreis Centrum;Rosenberg;118
2020-06;2020;6;18-39;W;Schweiz;Kreis Centrum;St.Georgen;622
2009-03;2009;3;80+;W;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;329
2017-04;2017;4;0-17;W;Ausland;Kreis Centrum;St.Georgen;64
2015-08;2015;8;40-59;M;Schweiz;Kreis Ost;Neudorf;729
2014-01;2014;1;0-17;W;Schweiz;Kreis Ost;Notkersegg;112
2020-06;2020;6;40-59;M;Ausland;Kreis Centrum;St.Jakob;144
2009-03;2009;3;80+;W;Schweiz;Kreis West;Bruggen;373
2017-04;2017;4;0-17;W;Ausland;Kreis West;Bruggen;422
2015-08;2015;8;40-59;W;Ausland;Kreis Centrum;Linsebühl-Dreilinden;164
2014-01;2014;1;0-17;W;Schweiz;Kreis West;Winkeln;245
2020-06;2020;6;40-59;M;Ausland;Kreis West;Winkeln;234
2009-04;2009;4;0-17;M;Ausland;Kreis Centrum;St.Georgen;45
2017-04;2017;4;0-17;W;Ausland;Nicht zuteilbar;nicht zuteilbar;5
2015-08;2015;8;40-59;W;Ausland;Kreis Centrum;Riethüsli;143
2014-01;2014;1;18-39;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;378
2020-06;2020;6;40-59;M;Schweiz;Kreis Centrum;Linsebühl-Dreilinden;357
2009-04;2009;4;0-17;M;Ausland;Kreis Centrum;St.Jakob;66
2017-04;2017;4;0-17;W;Schweiz;Kreis Ost;Neudorf;473
2015-08;2015;8;40-59;W;Schweiz;Kreis Ost;Langgass-Heiligkreuz;629
2014-01;2014;1;18-39;M;Ausland;Kreis Ost;Notkersegg;67
2020-06;2020;6;40-59;M;Schweiz;Kreis Centrum;Riethüsli;381
2009-04;2009;4;0-17;M;Ausland;Kreis Ost;Langgass-Heiligkreuz;257
2017-04;2017;4;0-17;W;Schweiz;Kreis Ost;Rotmonten;169
2015-08;2015;8;40-59;W;Schweiz;Kreis Ost;St.Fiden;708
2014-01;2014;1;18-39;M;Schweiz;Kreis Centrum;Riethüsli;608
2020-06;2020;6;40-59;M;Schweiz;Kreis Ost;Langgass-Heiligkreuz;552
2009-04;2009;4;0-17;M;Ausland;Kreis Ost;Rotmonten;34
2017-04;2017;4;0-17;W;Schweiz;Kreis Ost;St.Fiden;397
2015-08;2015;8;60-79;M;Ausland;Kreis Centrum;Innenstadt;37
2014-01;2014;1;18-39;M;Schweiz;Kreis Centrum;Rosenberg;792
2020-06;2020;6;40-59;M;Schweiz;Kreis Ost;Neudorf;655
2009-04;2009;4;0-17;M;Schweiz;Kreis Ost;St.Fiden;404
2017-04;2017;4;0-17;W;Schweiz;Kreis West;Bruggen;681
2015-08;2015;8;60-79;M;Ausland;Kreis Centrum;St.Jakob;36
2014-01;2014;1;18-39;M;Schweiz;Kreis Centrum;St.Georgen;671
2020-06;2020;6;40-59;M;Schweiz;Kreis Ost;St.Fiden;588
2009-04;2009;4;0-17;W;Ausland;Kreis Centrum;St.Jakob;53
2017-04;2017;4;18-39;M;Ausland;Kreis Centrum;Linsebühl-Dreilinden;389
2015-08;2015;8;60-79;M;Ausland;Kreis Ost;Langgass-Heiligkreuz;134
2014-01;2014;1;18-39;W;Ausland;Kreis Centrum;Innenstadt;177
2020-06;2020;6;40-59;M;Schweiz;Kreis West;Bruggen;1034
2009-04;2009;4;0-17;W;Ausland;Kreis Ost;Rotmonten;31
2017-04;2017;4;18-39;M;Ausland;Kreis Centrum;Rosenberg;419
2015-08;2015;8;60-79;M;Ausland;Kreis Ost;Rotmonten;24
